27,136,3,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0
32,219,4,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
38,236,3,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0
36,158,3,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0
31,140,4,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0
32,200,3,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0
28,183,4,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0
20,356,3,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,5,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0
29,175,5,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0
34,351,7,43,25,0,0,0,0,0,0,0,0,0,0,0,0,0
20,218,5,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0
35,212,3,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0
34,181,3,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0
30,179,5,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0
32,383,11,62,23,0,0,0,0,0,0,0,0,0,0,0,0,0
24,297,12,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0
30,219,11,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0
28,174,3,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0
30,277,7,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0
30,200,3,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0
33,138,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
35,161,11,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0
28,287,5,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0
36,286,18,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0
27,239,4,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0
29,243,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0
17,208,5,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0
44,380,7,44,16,1,0,0,0,0,0,0,0,0,0,0,0,0
33,124,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
