1,426,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,225,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,355,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,341,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,298,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,303,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,186,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,319,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,226,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,297,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,249,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,393,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,379,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,221,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,353,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,353,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,302,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,301,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,296,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,298,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,363,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,230,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,483,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,224,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,268,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,243,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,326,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,288,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,347,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,251,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
