Expert,DDQN_1Mio,DDQN,Agent_78,Agent_82,Agent_88,Agent_89,Agent_198,Agent_297,Agent_298,Agent_311,Agent_312,Agent_317,Agent_318,Agent_319,Agent_329,Agent_355,Agent_404,Agent_416,Agent_434,Agent_435,Agent_447,Agent_448,Agent_485,Agent_486,Agent_487
4,1,0,0,1,0,0,0,5,2,1,7,8,1,0,0,5,0,7,1,2,1,2,7,7,3
10,2,0,1,2,0,0,0,3,0,3,13,1,0,0,0,3,0,5,2,0,3,2,28,5,2
22,9,0,1,0,0,0,0,0,0,5,4,1,2,1,0,0,0,0,1,1,0,1,5,9,2
14,4,0,0,1,0,0,0,0,6,11,9,0,2,4,1,2,0,3,1,0,1,2,9,3,3
13,0,0,3,0,2,0,0,0,3,0,4,0,1,1,0,0,0,2,2,1,1,2,5,5,8
31,4,0,4,1,1,0,0,1,0,0,10,4,3,0,1,1,0,3,2,0,1,2,7,8,5
22,1,0,13,0,0,0,0,1,0,1,3,0,1,0,0,1,2,4,5,0,0,8,6,8,9
11,0,0,1,0,0,0,0,0,1,18,4,0,5,0,0,3,0,7,2,0,3,1,12,0,9
14,1,0,5,0,0,0,0,1,1,10,4,1,6,1,0,0,0,9,2,5,0,7,15,4,4
19,5,0,6,0,0,0,0,0,1,6,0,0,2,1,0,0,0,1,4,1,1,1,6,5,2
10,1,0,2,1,0,0,0,4,0,0,0,2,8,0,0,4,0,3,1,0,2,1,1,12,3
18,0,0,15,0,1,0,0,0,0,0,19,4,0,0,0,0,1,4,3,5,2,3,3,6,0
11,1,0,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,3,1,2,2,3,12,10,6
48,1,0,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,2,1,13,6,13
2,5,0,11,0,0,0,0,1,0,0,4,2,3,2,1,0,0,1,1,1,1,1,5,9,2
12,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,1,2,0,2,1,3,1,8,8,3
30,0,0,10,0,0,0,0,0,0,7,2,2,2,0,2,1,1,1,0,2,4,1,5,1,9
4,3,0,0,2,0,0,0,2,4,1,3,1,0,6,0,1,2,5,0,3,1,0,23,3,3
11,1,0,5,0,0,0,0,0,1,0,7,1,4,1,0,2,1,4,3,1,2,0,15,2,12
16,0,0,0,0,0,0,0,0,1,4,0,10,0,0,0,3,1,3,1,2,1,3,3,2,7
6,0,0,6,0,0,1,0,0,1,0,7,0,2,0,0,0,2,1,1,1,5,1,15,1,8
13,6,0,7,0,0,0,0,0,2,2,8,1,0,4,0,4,0,0,5,1,6,4,24,13,9
116,6,0,14,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,4,0,0,1,9,2,6
13,8,0,2,0,0,2,0,0,0,4,0,1,0,0,1,1,0,3,1,0,0,1,12,12,8
27,5,0,0,0,0,0,0,4,0,11,7,3,2,0,0,5,2,5,0,1,2,4,4,6,9
16,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,1,0,4,2,2,2,0,3,12,4
17,1,0,5,0,0,0,0,0,1,2,2,0,1,4,0,0,1,2,0,3,0,1,18,3,2
17,0,0,1,0,3,1,0,1,2,0,1,2,2,2,0,0,0,4,1,3,0,1,6,0,5
13,0,0,1,0,0,8,0,1,10,3,9,6,5,1,0,3,0,0,1,0,1,5,4,1,1
19,2,0,4,3,3,0,0,0,0,0,0,2,2,0,0,0,1,0,3,4,3,0,3,4,3
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
