0,0,0,0,0,98,13,142,2703,477,32,560,590,271,27,473,14,386,124,131,117,43,201,332,286,305,507,217,314,400,260,408,193,148,139,377,435,355,109,186,428,443,241,170,541,647,717,556,427,513,645,815,717,660,464,593,613,362,366,411,710,856,0
8304,9764,8393,8156,6219,8236,1442,13353,9475,8608,11355,9791,10356,9546,8926,9859,8913,11452,11698,9144,11817,9969,11363,9217,7870,9238,7593,7331,8893,9172,9785,8579,9848,9385,8610,8678,8001,8567,8996,9360,8205,9131,9890,8268,7379,7825,8330,8149,8503,7662,6997,6339,7771,6710,7911,7706,9282,7270,8171,9216,8054,7011,0
0,0,0,0,0,0,0,1,0,52,0,21,20,22,41,41,6,3,6,35,7,17,35,43,64,48,59,54,38,44,21,57,60,50,42,52,63,34,64,56,50,31,44,73,78,64,12,45,45,49,59,51,35,50,50,5,6,54,6,6,11,10,0
0,8,2,1989,6168,4814,8086,3541,783,349,2,6,22,65,35,16,3,30,113,257,94,26,48,352,134,942,1038,1892,1061,1061,302,374,385,717,917,328,221,176,307,320,162,200,315,1225,885,1263,990,966,1240,1011,919,1206,1643,1545,1050,754,789,658,506,420,1967,2134,0
0,0,0,0,0,0,0,4,3,185,106,36,119,86,46,20,3,15,6,11,40,1,7,29,59,253,150,169,265,186,53,118,70,58,82,108,103,68,65,142,124,165,175,311,354,372,242,501,470,602,550,543,596,611,501,232,176,356,229,281,255,177,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,2,4,2,5,2,3,1,3,4,8,2,5,8,7,4,2,11,19,22,10,23,14,11,18,43,19,18,9,10,26,22,8,10,18,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,6,7,2,3,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
