3385,8468,8454,2568,318,217,357,1704,4566,4469,6994,2037,3425,708,354,1313,3666,2004,6,6248,6039,1908,8384,4285,1348,533,3617,4885,2289,2636,5470,3233,465,429,151,1864,1791,1608,2531,486,2298,2384,2600,4864,56,1997,2533,3708,4286,2539,1540,436,662,1588,1299,597,2262,3637,179,1924,2891,3516,50,1228,1574,930,1719,1502,1598,3518,1333,968,2347,937,5764,5160,3963,1607,1476,3335,1302,843,2113,2359,1717,2071,1923,1211,2154,3584,2999,3181,2224,2357,3063,5108,5161,4618,3696,3467,2976,4206,3277,2645,1572,2382,1751,1899,2052,2058,2607,2797,2807,2634,2011,2004,3594,2321,1840,2024,1918,2195,2567,2350,2083,1634,1315,1282,3202,2246,2144,1621,2030,2180,5218,2927,3050,2398,4863,2376,2252,2124,2907,2271,2304,2644,2276,2786,1330,1755,1771,1133,1814,2862,2600,2695,918,1347,1152,3718,1111,1495,1290,1522,1199,1612,1323,1394,1629,1014,961,1215,1334,1504,1191,1022,909,1233,1579,1647,1218,1148,1428,1795,1853,1596,2145,1766,1675,1776,2633,1975,1351,2096,2230,1844,1385,1408,1219,1319,1358,1350,1527,1659,1507,1720,1645,2215,2231,2288,1821,1934,1064,1283,1736,1347,1463,1695,2269,2000,2640,2906,2921,2589,5439,3565,2201,3099,3121,1885,1330,1392,1594,1084,1032,1205,1200,1232,1332,1547,1365,1749,1406,1547,1277,1151,1373,1232,1145,1153,1311,1301,1197,1227,1527,1172,1216,1172,1553,1818,1600,1335,1675,1489,1340,1217,1401,1121,1463,1324,1347,1377,1257,1153,1170,1401,1309,1099,1737,1954,1696,2010,1442,1157,1270,1246,1201,1172,1105,1023,1035,1173,1090,1220,1174,1392,1330,1528,1373,1348,1214,1157,1290,1246,1080,1240,1250,1171,1143,1294,1113,1272,1539,1575,1401,1400,1093,1250,1322,1481,1328,1255,1296,1174,1195,1106,1324,1409,1413,1521,1376,1222,1264,1421,1589,1758,1571,1339,1361,1572,1782,1424,1289,1334,1148,1243,1186,1113,1314,1295,1267,1436,1210,1291,1234,1119,1226,1190,1205,1254,1309,1489,1438,1251,1331,1150,1257,1640,1300,1472,1676,1012,1286,1350,1540,1529,1128,1340,1392,1435,1375,1305,1164,1326,1276,1260,1448,1442,1385,1597,1933,1549,1113,1154,1058,1248,1296,1321,1370,1440,1397,1440,1423,1539,1275,1482,1343,1276,1425,1503,1749,1156,1153,1134,1281,1414,1033,1186,1249,1388,1369,1272,1433,1332,1330,1743,1180,1197,1235,1264,1298,1234,1295,1279,1315,1371,1249,1232,1192,1213,1326,1346,1323,1361,1080,1276,1161,1180,1133,1354,1266,1144,1092,1142,1285,1320,1320,1548,1320,1655,1678,1640,1683,1541,1487,1460,1270,1420,1500,1484,1508,1395,1380,1448,1686,1655,1760,1867,1077,1329,1391,1417,1191,1101,988,931,1000,1171,1056,1182,1227,1386,1456,1499,2295,2156,1241,1269,1155,1264,1289,1127,1247,1472,1345,1240,1480,1498,1358,1260,1432,1390,0
3874,296,413,6785,11172,9206,10272,6297,3496,1161,1133,6146,4928,6890,8162,7509,4406,1820,5742,65,425,2146,17,3878,6536,8019,3104,1384,4732,7268,2030,5364,9366,6374,4084,3166,4776,4150,4150,7073,4449,4733,5615,1086,7974,4990,3889,3488,3799,4426,6414,8442,6574,5490,6695,6858,591,2958,4715,5248,3799,1605,2348,3473,3947,2676,4553,4984,5690,3639,4479,5694,4766,6715,1290,1883,2697,7171,6147,4705,5854,7607,6472,6226,5075,5583,5407,8383,6684,3943,4583,3688,5244,3526,3126,2171,1112,1717,2439,3973,3503,1710,3795,3647,4853,4063,4757,5278,4511,5063,4847,4406,3800,3670,4044,4595,2601,5884,4701,4551,3710,2858,2388,1472,687,1027,530,1340,657,832,550,1152,1560,1837,600,2480,2524,4376,1118,2343,2399,3385,1995,4633,4621,3242,4553,3403,4105,4910,5528,4592,4156,3875,4730,2915,5998,5717,4508,2154,3931,4383,5579,5128,5138,5054,5531,5370,4319,4215,5435,4137,5969,5983,6291,6074,6650,5898,5547,5482,5056,5175,5027,4576,5169,5333,4266,4736,5498,5178,4893,6177,6205,5505,5763,6747,5581,6082,5483,6604,6577,5689,5257,5791,5551,5650,6087,4848,4843,5240,5948,5553,5998,5448,3394,3307,2118,847,819,493,560,517,417,345,101,297,1069,1323,3065,4853,5988,5135,5800,5990,5180,3562,4123,4602,4972,4992,5270,4926,5251,4989,5242,6432,6149,6659,5528,1904,3474,3456,3840,3774,5465,5818,6190,4904,4329,5478,5928,5430,5171,5829,5213,6124,5993,6360,4901,5222,5525,5717,5846,4488,3891,5369,5663,5688,6395,5355,4678,4660,6026,5726,5691,6313,6269,6479,5324,4364,4580,5560,5263,5252,5486,7483,6651,7562,6533,6864,6716,6322,6488,5243,5328,5381,5004,5521,6393,6731,6600,7838,6316,4547,5761,6492,7358,7592,6579,6233,5965,6600,6296,6727,6494,5334,5591,6328,5971,5438,6207,6530,6901,6941,5305,5852,6144,6383,6072,5276,5376,5883,6216,5479,5636,5624,6634,6598,6375,6224,6319,7485,6309,6843,6462,7604,6334,6327,6797,6867,6143,6313,6038,5351,5450,6253,7094,6331,5173,5549,5286,5626,6546,5602,5302,4589,6294,6649,6818,6823,6684,6844,6814,7186,6327,5948,6452,6573,6100,4851,4811,4047,6012,5093,5635,6004,5623,5874,5868,5146,6075,6119,6188,7245,5113,6235,6163,5672,6068,6354,6376,5982,6309,6276,6810,7430,6236,6758,6665,6055,7042,6303,6654,6128,6175,5786,6154,6547,5680,6310,6487,6201,5939,6544,6088,6079,6612,6712,5880,6004,5752,6930,4959,6600,6865,6665,7612,7525,6848,5903,6182,6168,5978,6025,5804,5841,5487,4368,5078,3738,3628,5049,5043,4747,5001,5468,5337,4864,5952,6092,5764,5551,5893,5480,5051,5212,5204,4408,5470,3525,3995,4246,5134,4674,6999,6454,6268,5601,6121,5099,4844,4758,4298,4776,3167,4587,6495,6301,5947,5463,5296,5700,5562,5744,5091,5504,6101,6592,6415,5699,6096,5813,0
321,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,9,9,87,478,91,85,64,67,70,78,41,13,172,156,122,19,9,24,51,31,52,57,34,74,2623,163,310,168,69,208,214,389,280,244,149,107,103,65,96,77,118,127,11,50,123,85,104,101,123,78,47,64,87,57,72,34,122,85,107,92,116,229,163,72,114,72,114,74,76,82,87,243,225,175,199,207,170,129,127,72,109,67,126,141,188,145,157,224,170,176,121,115,110,115,97,152,101,162,451,663,1281,1886,839,1394,808,530,620,921,495,446,729,334,327,207,211,232,185,174,195,141,144,135,132,149,162,102,58,38,121,143,279,184,172,203,193,142,232,188,189,185,202,211,162,163,167,217,197,186,157,122,137,117,84,178,181,207,212,228,169,75,164,210,90,83,186,328,325,336,273,152,160,192,185,227,181,166,168,123,131,136,137,193,99,140,93,84,103,348,246,414,547,457,763,679,786,777,1120,893,427,545,606,843,993,729,409,307,378,219,286,271,268,192,156,175,144,166,158,161,190,293,220,134,142,135,168,184,186,105,105,125,160,224,156,161,157,218,152,120,108,110,166,175,193,134,156,124,166,126,112,159,164,162,197,215,182,225,272,289,238,227,199,213,209,104,103,138,151,94,142,712,781,463,409,464,479,289,360,165,183,147,242,233,198,219,155,154,211,189,210,199,107,71,64,146,194,231,231,199,191,109,101,137,153,193,164,125,137,123,125,120,145,162,178,187,185,182,192,191,134,172,171,282,253,244,156,159,186,179,178,137,154,117,127,172,214,143,205,162,176,167,232,274,301,209,296,254,295,273,299,273,268,191,155,141,132,126,135,109,122,129,119,110,113,117,116,106,117,94,123,111,123,119,95,91,140,152,130,162,112,75,105,110,102,89,115,97,93,76,110,127,152,124,115,132,132,204,212,185,165,101,107,115,115,94,89,98,101,106,104,100,92,119,110,124,182,239,229,181,279,305,261,263,209,207,239,304,324,198,318,155,147,123,155,112,146,140,115,105,116,88,84,103,156,167,220,185,235,136,139,139,146,148,191,199,198,157,161,120,112,118,136,152,144,155,125,120,128,131,113,165,139,148,183,172,142,84,69,89,84,128,0
0,0,0,0,0,0,5,324,1882,4094,872,1446,1468,2416,1044,73,43,0,0,0,0,0,0,121,3315,1806,3603,2344,3023,512,2380,1031,1194,1688,399,845,525,129,432,190,28,26,44,7,374,789,443,375,705,1094,848,1358,432,1483,752,1215,487,605,2508,746,1564,2698,4011,3427,2113,1943,1084,1401,931,611,2462,1637,696,591,141,403,840,745,1788,1342,1031,1163,866,833,365,874,421,367,271,209,178,188,406,298,454,1029,531,131,327,557,572,676,920,639,573,223,318,272,178,185,264,544,358,1179,452,398,310,264,542,744,1236,1121,1412,1154,1473,1997,2257,2261,1352,1598,1918,1425,1422,866,590,812,437,315,80,571,722,498,778,252,219,163,258,228,1313,842,582,998,926,459,459,550,677,550,1521,1215,2266,1398,1217,364,416,316,390,341,493,733,420,531,583,188,237,366,700,924,624,612,976,1267,1010,741,757,1276,748,449,468,430,454,189,927,636,259,496,346,231,680,282,180,283,222,152,263,350,322,126,352,120,43,37,211,928,1190,1641,1714,1282,1361,1489,1500,1284,1243,1308,749,1526,2237,2060,1572,1123,372,458,756,830,1273,1059,560,458,492,232,238,189,152,204,317,648,796,1214,2108,3064,2880,2417,2194,1760,1470,1205,1045,1410,1208,686,650,650,443,381,917,613,509,426,840,576,493,451,609,786,966,676,319,602,275,146,92,44,55,439,256,140,147,336,600,1234,1236,936,875,786,541,581,591,597,700,484,371,368,272,255,218,183,267,287,361,335,828,518,331,200,121,242,214,134,30,79,131,273,286,140,112,246,339,138,160,22,109,156,190,280,258,234,244,287,410,620,505,529,926,1035,1334,748,817,524,422,382,178,888,715,979,234,344,415,200,185,177,202,159,223,207,73,168,210,382,313,244,275,167,290,365,644,680,594,642,471,593,261,256,391,278,120,109,131,153,641,1274,1476,1547,1104,1358,1379,1156,1155,754,370,360,389,342,246,586,383,428,140,202,616,518,363,607,603,735,761,638,856,712,617,493,590,780,836,436,376,302,467,487,456,439,747,945,931,1224,884,663,592,452,575,679,354,454,335,609,420,268,331,580,886,632,679,659,459,402,311,242,304,676,538,520,1163,657,786,705,932,565,645,1034,310,267,141,221,178,114,181,223,240,236,514,810,836,930,511,946,1102,1256,1373,1700,1136,1078,1496,1099,1077,1329,717,799,180,77,98,205,273,350,385,381,373,210,181,146,115,186,206,381,0
0,462,486,176,129,268,639,952,381,102,382,144,453,635,1145,907,1713,7181,3492,4659,4096,5307,1524,95,10,99,119,145,95,11,0,0,6,1132,3714,1120,513,2500,1389,1296,1094,1170,152,3837,362,394,521,1813,923,550,348,272,249,293,265,258,1613,355,274,376,228,293,119,77,497,1193,777,476,306,622,684,248,335,271,206,520,580,326,489,455,190,217,398,133,215,393,376,286,154,116,106,126,161,326,280,89,207,182,257,189,231,412,337,353,557,366,525,616,338,342,394,444,441,645,382,457,256,310,479,590,530,553,646,1315,1328,1216,1597,1405,1352,1187,1216,1038,928,518,510,561,403,459,293,824,823,748,695,396,341,344,508,475,832,781,654,870,794,458,513,801,608,490,1355,1140,830,487,543,279,428,356,589,525,585,1242,753,708,719,350,317,336,449,633,441,525,567,791,671,763,403,677,533,363,443,373,310,337,417,438,241,637,393,235,337,209,176,255,260,168,213,182,180,174,269,158,156,141,220,352,602,975,1225,2153,1759,1674,1396,1087,1406,1289,640,1060,1366,818,645,496,440,432,453,473,844,1179,609,503,518,318,331,269,218,199,171,211,295,355,505,1170,855,777,946,826,632,928,674,1102,976,442,511,526,396,384,435,370,319,322,495,487,407,384,524,828,1024,510,255,363,293,229,210,199,203,269,202,154,196,323,604,1244,963,465,605,653,414,563,533,675,425,350,260,158,132,336,367,336,363,303,310,347,650,845,404,275,232,212,257,206,55,147,153,231,278,212,353,309,305,208,200,158,188,463,426,399,345,311,319,268,414,367,368,330,458,520,807,434,406,374,315,427,305,581,583,1003,235,281,258,196,177,251,214,218,179,200,161,171,189,186,218,254,267,384,418,422,503,431,467,371,328,339,185,215,289,257,200,218,235,263,490,445,561,427,403,572,907,708,929,708,377,350,348,337,284,504,381,456,223,210,483,374,326,518,432,515,552,543,921,841,581,405,342,378,293,224,358,243,352,429,396,339,383,369,385,452,515,471,472,543,583,712,385,535,410,761,496,368,435,565,698,508,590,618,418,358,483,334,350,556,614,512,747,446,566,608,744,688,806,785,261,227,224,357,237,226,292,334,502,443,1686,948,981,1085,705,998,856,964,1256,1186,731,674,814,640,479,556,313,341,260,195,195,271,396,457,442,360,359,281,300,256,241,332,364,554,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,12,73,23,50,49,20,13,33,8,17,18,23,15,3,2,0,29,36,45,70,6,190,357,121,91,102,52,16,6,4,7,7,9,10,12,0,1,11,6,6,6,2,11,21,27,7,6,14,33,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,12,38,143,89,91,47,19,2,46,20,5,70,16,28,17,7,5,1,0,0,0,0,1,1,1,0,0,0,1,4,1,18,2,4,5,0,1,2,5,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,19,69,88,93,83,71,84,218,65,69,24,1,2,15,10,78,21,0,0,0,0,0,0,0,0,0,11,28,78,137,338,267,144,130,34,32,29,33,110,78,4,4,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,131,122,53,42,49,36,39,25,38,14,19,3,3,6,1,1,1,0,3,9,23,97,146,32,7,6,20,54,56,30,55,20,69,6,2,8,4,4,3,7,0,0,2,0,0,0,0,0,1,1,5,0,0,7,37,35,25,42,16,30,30,21,279,436,362,42,37,20,6,0,0,3,0,0,1,0,0,0,0,0,0,0,12,8,18,20,28,47,76,107,80,43,48,73,84,13,16,17,13,15,20,20,1,1,15,29,48,52,40,9,15,13,2,18,16,4,2,0,2,3,4,1,7,7,13,23,85,138,42,30,15,4,21,5,8,2,1,9,16,17,5,12,7,12,53,42,20,20,11,17,44,20,37,17,72,62,52,50,60,167,62,81,85,28,11,12,4,2,14,20,15,36,10,5,8,9,12,30,28,1,2,7,3,0,0,5,3,3,3,80,60,49,37,27,91,286,167,160,117,86,31,35,22,10,26,2,15,3,2,3,3,8,12,12,4,2,0,0,0,0,0,6,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
