,Keine Aktion,Schieﬂen,Nach Oben,Nach Rechts,Nach Links,Nach Unten,Dauer,Belohnung
Agent 16 (30),False,True,False,False,False,False,False,True
Agent 18 (30),False,True,False,False,False,False,True,True
Agent 19 (30),False,True,False,False,False,False,True,True
Agent 21 (30),False,False,False,False,False,False,True,True
Agent 23 (30),False,False,False,False,False,False,True,True
Agent 34 (30),False,True,False,True,False,False,True,True
Agent 42 (30),False,True,False,False,False,False,False,True
Agent 43 (30),False,True,False,False,False,False,True,True
