,Keine Aktion,Schieﬂen,Nach Oben,Nach Rechts,Nach Links,Nach Unten,Dauer,Belohnung
Agent 16 (30),-2.4179,3.6474,0.1808,-2.7688,-2.7091,-1.2252,0.4358,-0.2168
Agent 18 (30),-2.4966,2.4089,-0.5116,-2.7454,-2.7171,-1.2252,0.6463,0.2018
Agent 19 (30),-2.7823,2.4036,-0.4544,-2.5909,-2.7317,-1.2252,0.6360,0.0431
Agent 21 (30),-2.7886,2.4236,-0.4335,-2.6315,-2.6750,-1.2252,0.6702,0.1171
Agent 23 (30),-2.7051,2.1840,0.0728,-2.7117,-2.7303,-1.2252,0.5488,0.0566
Agent 34 (30),-2.7596,2.4609,0.3295,-1.2963,-2.6426,-1.2040,0.3285,-0.4816
Agent 42 (30),-2.4453,4.0153,0.0000,-2.4315,-2.4611,-1.1422,0.3048,-0.6891
Agent 43 (30),-2.6754,2.8149,0.2336,-2.1844,-2.4386,-1.1831,0.4436,-0.3495
