,Keine Aktion,Schieﬂen,Nach Oben,Nach Rechts,Nach Links,Nach Unten,Dauer,Belohnung
Agent 16 (30),-2.1121,1.3292,-2.0918,-2.4498,-2.4785,-2.2913,-0.1071,-0.0330
Agent 18 (30),-2.2734,1.4265,-2.3791,-2.4235,-2.4882,-2.2913,0.2012,0.3730
Agent 19 (30),-2.8949,1.4646,-2.3552,-2.2562,-2.5058,-2.2913,0.2096,0.2008
Agent 21 (30),-2.9082,1.4912,-2.3461,-2.2982,-2.4382,-2.2913,0.2355,0.2878
Agent 23 (30),-2.7286,1.3279,-2.1383,-2.3871,-2.5040,-2.2913,0.1495,0.2153
Agent 34 (30),-2.8473,1.0266,-2.0147,-0.9490,-2.4004,-2.2836,-0.1092,-0.2969
Agent 42 (30),-2.1685,1.1349,-2.1538,-2.0830,-2.1853,-2.2606,-0.2105,-0.4700
Agent 43 (30),-2.6721,1.2158,-2.0679,-1.8294,-2.1607,-2.2759,-0.0454,-0.1813
