7305,7600
6234,8959
6841,9036
7498,7866
2672,9958
2871,10964
4365,9725
5493,9614
10074,10074
9044,10023
8794,9660
8166,9446
6455,9218
6824,10049
4928,10032
5180,10712
5107,9322
6269,11185
9036,9036
4487,10998
3659,10790
5499,9866
955,10688
4337,8769
10206,10785
6431,9560
7750,10483
4088,9105
9310,9310
10260,10692
3193,10203
5120,9204
6258,10548
7275,10506
6042,8642
5332,7113
4771,7975
6899,8840
8544,8544
6052,8230
6305,8727
3877,8352
4448,8910
3478,10450
3534,7649
6327,8187
6533,8569
6705,9531
9258,9258
5125,9625
5274,8732
6271,10391
4186,8420
6836,8028
4879,9587
5437,8940
4923,8238
6204,7928
8730,8730
4870,7930
3296,8085
3243,7952
2854,6541
3278,7226
4788,8269
4313,7567
4426,7166
4924,8497
7919,7919
6246,8333
5481,7896
5420,8930
5124,9075
4874,8748
5333,8526
5979,9262
5720,7525
7340,10162
10410,10410
3898,8450
6238,9556
7111,8935
6736,8701
5976,9603
5298,8599
7092,9481
4564,8979
5647,10095
8403,8403
2174,8871
4247,7773
4624,8053
3919,8144
4983,7181
2762,6832
3389,8462
2552,5972
2917,6836
6927,6927
4908,7876
5485,7993
3135,6893
3320,7853
5181,8897
4678,7818
2752,6561
2658,7891
2334,7758
2035,7927
5041,7881
4756,8204
5716,8285
4363,7658
4961,7922
5120,7605
3892,7816
2782,6822
4057,7542
7209,7209
4434,7245
4453,7325
3126,6863
2613,6170
2464,6448
1668,5240
2568,5786
3112,6253
3179,6483
6994,6994
3546,6165
2938,6691
3095,6232
4433,7710
4853,7586
4373,7334
4347,7546
5254,7450
6534,8440
7495,7495
3904,7234
4478,7282
5357,7318
4268,6877
4197,6948
5311,7974
3873,7062
3180,6685
3748,7026
7498,7498
6012,8053
3932,7713
4125,7555
3039,7633
2499,6877
4033,8052
3295,7125
3793,7705
3296,7151
8600,8600
2343,8317
3536,7797
3931,8181
4544,8801
5110,7957
4935,8293
4552,8068
2862,6892
3239,7728
7237,7237
2323,7235
4452,7589
5267,8321
4416,7986
5237,8583
4430,7958
6180,8218
4932,8280
4337,7828
8447,8447
3829,8366
6362,9100
5295,8347
3759,7964
2370,7670
5434,8580
3612,7619
6459,8994
4572,7873
8139,8139
5279,8017
5182,7875
3570,9160
4293,8567
4397,9106
5351,8264
5940,8333
6052,7960
5325,7970
8614,8614
6553,8136
3993,8567
3450,7001
2269,7082
3221,8055
3457,7384
4703,8414
4507,8750
2991,7750
8617,8617
2947,6393
2358,7480
1745,7426
4579,8146
3162,7752
4804,8756
4212,6640
3653,7331
2104,6868
5702,5702
2768,6463
3421,6362
3103,7154
3601,6453
3910,7686
3787,7606
4684,7939
4059,7716
3451,7977
9369,9369
5487,8869
2349,7906
3702,8688
5443,8887
3810,8196
6561,9344
3807,7199
3368,7325
4495,7412
7701,7701
3049,6768
2604,6743
3771,7060
2378,7140
4687,8005
3336,7735
4633,9036
4517,8540
4292,8669
9327,9327
3638,7353
3796,8719
5557,8553
3988,8294
4232,8722
5044,9175
2380,8563
5636,9496
2936,7635
7799,7799
4408,7630
5144,8794
4599,8310
6091,8828
5127,7997
3963,7801
5639,8299
5052,8052
5108,7594
8296,8296
6391,8372
6215,7834
6096,7879
5239,7975
5376,7971
4028,7320
5150,7985
5695,8328
4542,8650
7549,7549
5355,7545
3288,7036
3629,6555
3944,6707
4424,8780
3692,7481
2691,7557
3956,8580
4616,7639
9669,9669
2558,6562
5825,8962
4341,8532
4835,8809
5037,8784
5349,8428
4884,8999
3041,9518
5276,9939
10355,10355
2922,9342
3049,9199
5142,8834
6445,9267
3220,8024
4071,7984
3045,7586
4433,7512
4383,7940
7274,7274
4965,9057
4662,9322
2959,9345
4252,8593
3947,9042
3262,7762
4347,8269
5312,8658
5820,8474
9358,9358
3134,8215
4206,9925
3283,8279
4061,8622
4114,8850
4285,9012
3741,7694
3261,8122
3764,7587
8055,8055
5190,7954
3373,7769
2469,7507
4167,8480
5473,8929
4332,7352
5709,8177
5535,9039
5221,9619
8271,8271
7509,8886
5979,8865
4873,7455
4573,8329
6792,9704
4931,8312
6111,9674
4687,8709
5594,8560
9277,9277
2792,8460
2626,7880
5446,9455
5997,10402
4503,9938
4798,8798
5259,8920
5354,8421
4626,8524
8920,8920
6767,8976
3400,8700
4910,8146
4932,8224
3944,8135
2983,7217
3630,8641
3948,7602
4034,7756
7330,7330
3571,7220
4464,7378
2505,6779
3889,7526
4670,8020
3440,7081
5055,8204
5048,9015
4299,8854
9358,9358
5924,9632
6193,8801
6308,9433
6991,9906
5945,8635
5884,8575
2702,8260
3405,7178
3186,7039
8512,8512
5371,8114
5972,8253
4597,7861
4104,8134
5054,8942
5551,8974
5595,8843
6130,9637
4444,8006
7955,7955
3368,8711
5433,9338
4682,8501
4495,8133
3621,8438
5522,9139
5322,9393
2827,7352
4317,7996
9038,9038
4819,7315
4832,8968
5968,9106
5227,9081
5436,8442
5737,9126
6111,8842
5127,9611
5117,8765
9217,9217
5736,9866
5177,8669
4683,9407
3610,8472
3232,8279
2569,8211
4005,7946
4770,8616
4704,8492
9400,9400
6014,8803
5640,8726
5777,9106
6024,8982
7213,9736
6233,9200
6284,9648
2778,8432
5504,8993
9666,9666
4043,9220
4231,8958
5294,9497
5235,9229
5078,8417
6342,10246
5017,9232
4946,9768
4794,9042
10095,10095
5355,8975
7610,9957
6046,8471
6057,9259
4225,7918
3884,7614
4061,7972
3982,8248
4653,7535
7918,7918
4025,8218
4469,8962
5955,8144
5541,8414
4496,7399
4526,8254
4323,7618
5495,9302
3384,6720
7734,7734
2786,7043
4938,7733
3932,8927
4259,7608
5185,8837
4500,7640
2905,7277
3182,6983
2702,6807
8483,8483
4773,9110
3413,7373
3697,7662
3771,6843
5080,7812
6697,9641
4269,7812
7083,9608
6084,9150
9142,9142
5192,7991
4895,7502
5189,7854
5030,7415
5987,8438
4635,6752
4810,7001
4306,7233
4786,7602
8318,8318
4373,8426
4704,7772
4557,7615
4204,7559
5152,7967
4029,7035
4073,7474
6954,9231
4936,7684
8369,8369
4239,7732
4712,7324
4671,8264
