0,4,1,1,3,8,9,1,10,8,1,4,4,2,3,3,7,5,4,5,5,5,5,8,2,2,5,6,5,1
4,4,2,2,2,3,4,1,4,3,1,7,2,4,0,0,1,0,3,3,3,16,3,1,2,1,0,5,2,2
1,6,4,1,1,2,1,1,3,3,2,2,2,4,1,9,1,4,1,2,3,1,3,3,2,8,2,2,1,2
0,1,0,0,1,1,2,0,1,1,1,1,1,2,2,1,2,1,2,0,0,2,0,2,1,2,1,4,1,1
3,3,4,5,4,4,4,4,3,4,5,4,4,4,3,3,3,3,5,4,9,2,2,5,4,2,4,10,4,4
3,4,3,3,4,3,4,3,5,5,7,5,3,3,5,11,12,11,3,7,3,4,11,5,18,4,3,5,7,3
7,5,6,6,13,5,13,9,6,4,7,6,7,12,6,7,6,8,8,8,5,5,7,5,7,5,6,5,6,10
10,10,13,12,6,16,11,9,11,8,12,9,13,15,8,10,17,8,14,5,9,11,10,9,10,15,13,9,17,8
8,12,9,13,9,10,7,9,6,7,6,9,6,14,13,4,5,10,17,8,5,18,6,6,9,12,8,9,6,12
4,8,4,7,4,4,5,5,7,4,6,4,7,6,5,4,6,5,5,7,6,5,6,7,5,6,7,7,4,6
5,3,5,6,7,4,4,6,5,5,5,5,6,7,3,5,5,8,11,5,6,7,5,6,4,3,3,5,4,5
3,3,7,5,3,6,14,3,6,5,3,5,4,5,6,9,7,4,4,3,3,12,3,4,8,7,4,11,6,5
4,3,5,12,5,9,6,8,4,4,5,4,9,8,6,6,8,6,6,4,7,5,5,4,8,6,8,7,6,6
5,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,2,3,4,3,6,3,8,4
3,1,2,1,4,3,3,2,10,1,4,2,6,2,1,3,4,6,2,3,1,3,3,2,4,8,10,4,2,4
1,2,2,8,3,11,1,9,3,4,3,2,2,2,3,5,8,5,8,3,2,4,6,4,9,1,9,6,5,7
3,1,5,4,2,3,1,2,5,6,8,5,2,2,2,2,2,1,3,2,2,4,5,4,4,4,2,2,2,4
